Occurrences	Code
13	NPU21330
13	NPU21329
13	NPU20484
13	NPU20187
13	NPU20129
13	NPU18659
13	NPU17553
13	NPU14331
13	NPU13359
13	NPU13118
13	NPU13099
13	NPU11021
13	NPU10934
13	NPU10922
13	NPU04059
12	NPU62191
12	NPU54633
12	NPU29755
12	NPU29273
12	NPU29158
12	NPU28810
12	NPU28200
12	NPU28150
12	NPU28107
12	NPU26892
12	NPU20094
12	NPU19866
12	NPU14503
12	NPU14332
12	NPU13280
12	NPU13108
12	NPU13027
12	NPU11083
12	NPU10908
12	NPU10904
12	NPU10767
12	NPU10130
12	NPU04826
12	NPU04117
12	NPU02846
11	NPU62210
11	NPU59962
11	NPU58740
11	NPU58586
11	NPU58400
11	NPU57878
11	NPU53988
11	NPU29783
11	NPU28371
11	NPU27917
11	NPU27394
11	NPU27301
11	NPU27093
11	NPU27089
11	NPU26891
11	NPU26889
11	NPU21914
11	NPU21008
11	NPU20416
11	NPU20119
11	NPU20080
11	NPU19574
11	NPU18671
11	NPU18331
11	NPU17629
11	NPU16126
11	NPU13300
11	NPU13296
11	NPU13077
11	NPU11502
11	NPU11094
11	NPU10873
11	NPU01710
11	NPU01578
10	NPU58610
10	NPU58609
10	NPU58602
10	NPU58593
10	NPU57309
10	NPU54721
10	NPU54247
10	NPU54243
10	NPU53919
10	NPU29467
10	NPU29385
10	NPU28700
10	NPU28522
10	NPU28222
10	NPU28042
10	NPU28040
10	NPU28039
10	NPU27909
10	NPU27725
10	NPU27088
10	NPU21614
10	NPU17458
10	NPU17191
10	NPU14911
10	NPU13293
10	NPU13186
10	NPU13134
10	NPU13035
10	NPU12536
10	NPU11006
10	NPU10911
10	NPU10902
10	NPU10836
10	NPU10405
10	NPU08730
10	NPU08665
10	NPU01209
9	NPU58540
9	NPU58226
9	NPU57260
9	NPU54632
9	NPU28570
9	NPU28569
9	NPU28557
9	NPU28145
9	NPU28043
9	NPU27914
9	NPU27815
9	NPU26831
9	NPU20367
9	NPU19722
9	NPU19595
9	NPU18398
9	NPU18338
9	NPU17671
9	NPU17544
9	NPU17172
9	NPU14915
9	NPU13395
9	NPU13282
9	NPU13276
9	NPU13251
9	NPU13171
9	NPU13161
9	NPU13096
9	NPU13071
9	NPU13044
9	NPU13032
9	NPU12528
9	NPU12491
9	NPU11170
9	NPU11084
9	NPU11018
9	NPU10990
9	NPU10941
9	NPU10906
9	NPU10863
9	NPU10196
8	NPU60616
8	NPU58227
8	NPU57866
8	NPU57269
8	NPU54036
8	NPU29464
8	NPU29433
8	NPU29322
8	NPU29245
8	NPU29020
8	NPU28942
8	NPU28722
8	NPU28721
8	NPU28233
8	NPU28015
8	NPU27731
8	NPU26765
8	NPU21547
8	NPU20764
8	NPU20228
8	NPU18014
8	NPU13283
8	NPU13245
8	NPU13185
8	NPU13069
8	NPU12891
8	NPU11075
8	NPU11007
8	NPU10938
8	NPU10851
7	NPU58887
7	NPU58886
7	NPU58884
7	NPU58882
7	NPU58880
7	NPU58876
7	NPU58685
7	NPU58684
7	NPU58572
7	NPU58426
7	NPU57292
7	NPU57283
7	NPU56428
7	NPU54778
7	NPU29717
7	NPU29716
7	NPU29520
7	NPU29244
7	NPU29131
7	NPU29022
7	NPU29021
7	NPU29019
7	NPU29012
7	NPU28963
7	NPU28863
7	NPU28852
7	NPU28711
7	NPU28563
7	NPU28456
7	NPU28090
7	NPU28086
7	NPU28016
7	NPU27982
7	NPU27905
7	NPU27749
7	NPU27102
7	NPU26710
7	NPU21378
7	NPU20338
7	NPU20124
7	NPU19111
7	NPU18622
7	NPU18621
7	NPU18577
7	NPU18390
7	NPU17979
7	NPU16129
7	NPU13263
7	NPU13206
7	NPU13140
7	NPU13121
7	NPU12563
7	NPU11209
7	NPU11208
7	NPU10168
7	NPU01866
6	NPU62284
6	NPU59061
6	NPU58878
6	NPU58868
6	NPU58600
6	NPU58542
6	NPU58008
6	NPU57251
6	NPU54176
6	NPU53042
6	NPU53041
6	NPU29737
6	NPU29418
6	NPU29387
6	NPU29165
6	NPU28927
6	NPU28864
6	NPU28712
6	NPU28558
6	NPU28237
6	NPU28050
6	NPU28014
6	NPU27936
6	NPU27867
6	NPU27426
6	NPU27410
6	NPU27087
6	NPU21708
6	NPU21064
6	NPU20102
6	NPU20082
6	NPU19570
6	NPU18391
6	NPU18002
6	NPU18001
6	NPU13259
6	NPU10891
6	NPU10828
6	NPU08767
6	NPU04824
6	NPU03436
6	NPU03035
6	NPU01369
5	NPU62098
5	NPU58739
5	NPU58591
5	NPU58559
5	NPU57320
5	NPU57044
5	NPU57040
5	NPU57008
5	NPU56011
5	NPU54714
5	NPU53465
5	NPU29730
5	NPU29527
5	NPU29525
5	NPU29523
5	NPU29477
5	NPU29430
5	NPU29416
5	NPU29310
5	NPU29128
5	NPU28808
5	NPU28672
5	NPU28571
5	NPU28084
5	NPU26890
5	NPU22139
5	NPU22137
5	NPU21690
5	NPU20942
5	NPU20792
5	NPU20540
5	NPU20313
5	NPU20132
5	NPU20122
5	NPU19800
5	NPU18832
5	NPU18647
5	NPU18358
5	NPU17179
5	NPU17040
5	NPU17039
5	NPU14591
5	NPU14463
5	NPU13329
5	NPU13274
5	NPU13220
5	NPU13198
5	NPU13196
5	NPU13110
5	NPU13103
5	NPU13056
5	NPU12878
5	NPU11232
5	NPU11196
5	NPU11005
5	NPU10852
5	NPU10807
5	NPU10630
5	NPU10533
5	NPU10132
5	NPU04596
5	NPU03900
5	NPU03241
<5	NPU62310
<5	NPU59084
<5	NPU58899
<5	NPU58898
<5	NPU58896
<5	NPU58894
<5	NPU58892
<5	NPU58890
<5	NPU58888
<5	NPU58667
<5	NPU57325
<5	NPU57274
<5	NPU57267
<5	NPU57076
<5	NPU56501
<5	NPU54710
<5	NPU54356
<5	NPU54253
<5	NPU54241
<5	NPU53913
<5	NPU53376
<5	NPU53354
<5	NPU29510
<5	NPU29377
<5	NPU28917
<5	NPU28709
<5	NPU28687
<5	NPU28583
<5	NPU28287
<5	NPU28236
<5	NPU28234
<5	NPU28227
<5	NPU28037
<5	NPU27933
<5	NPU27928
<5	NPU27926
<5	NPU27908
<5	NPU27105
<5	NPU26894
<5	NPU26830
<5	NPU26828
<5	NPU26706
<5	NPU21610
<5	NPU20110
<5	NPU20092
<5	NPU20090
<5	NPU19963
<5	NPU19669
<5	NPU17695
<5	NPU16195
<5	NPU16124
<5	NPU13221
<5	NPU13189
<5	NPU12578
<5	NPU12553
<5	NPU12176
<5	NPU11207
<5	NPU11060
<5	NPU11026
<5	NPU10944
<5	NPU10915
<5	NPU10562
<5	NPU08677
<5	NPU08616
<5	NPU04859
<5	NPU03873
<5	NPU03384
<5	NPU03329
<5	NPU03301
<5	NPU03179
<5	NPU01966
<5	NPU01277
<5	NPU61087
<5	NPU60695
<5	NPU60633
<5	NPU60632
<5	NPU60630
<5	NPU60628
<5	NPU60626
<5	NPU60624
<5	NPU60622
<5	NPU58601
<5	NPU58598
<5	NPU58588
<5	NPU58585
<5	NPU57701
<5	NPU57333
<5	NPU57332
<5	NPU57311
<5	NPU57295
<5	NPU57284
<5	NPU57242
<5	NPU57074
<5	NPU57010
<5	NPU56491
<5	NPU56063
<5	NPU56005
<5	NPU54935
<5	NPU54357
<5	NPU54040
<5	NPU53977
<5	NPU53855
<5	NPU53046
<5	NPU53039
<5	NPU53030
<5	NPU29537
<5	NPU29388
<5	NPU29331
<5	NPU29275
<5	NPU29235
<5	NPU28920
<5	NPU28268
<5	NPU28240
<5	NPU28088
<5	NPU28036
<5	NPU28026
<5	NPU27942
<5	NPU27937
<5	NPU27913
<5	NPU27735
<5	NPU27676
<5	NPU27549
<5	NPU27328
<5	NPU26696
<5	NPU22265
<5	NPU22147
<5	NPU21606
<5	NPU21541
<5	NPU21328
<5	NPU20574
<5	NPU20426
<5	NPU20172
<5	NPU20120
<5	NPU20103
<5	NPU20097
<5	NPU20091
<5	NPU20088
<5	NPU20078
<5	NPU19941
<5	NPU19780
<5	NPU19609
<5	NPU18881
<5	NPU18399
<5	NPU18393
<5	NPU18392
<5	NPU18097
<5	NPU17516
<5	NPU14910
<5	NPU14539
<5	NPU14488
<5	NPU13780
<5	NPU13444
<5	NPU13360
<5	NPU13356
<5	NPU13334
<5	NPU13204
<5	NPU13115
<5	NPU13057
<5	NPU12551
<5	NPU12550
<5	NPU12529
<5	NPU12492
<5	NPU12354
<5	NPU11082
<5	NPU11065
<5	NPU11053
<5	NPU11046
<5	NPU11045
<5	NPU11013
<5	NPU10858
<5	NPU10839
<5	NPU10193
<5	NPU04792
<5	NPU03926
<5	NPU03849
<5	NPU03202
<5	NPU02542
<5	NPU02138
<5	NPU01846
<5	NPU01789
<5	NPU62095
<5	NPU60673
<5	NPU60672
<5	NPU60482
<5	NPU60452
<5	NPU60413
<5	NPU60281
<5	NPU60229
<5	NPU59313
<5	NPU58720
<5	NPU58698
<5	NPU58697
<5	NPU58696
<5	NPU58641
<5	NPU58606
<5	NPU58594
<5	NPU58539
<5	NPU57713
<5	NPU57336
<5	NPU57335
<5	NPU57331
<5	NPU57327
<5	NPU57314
<5	NPU57313
<5	NPU57310
<5	NPU57290
<5	NPU57278
<5	NPU57252
<5	NPU57075
<5	NPU56016
<5	NPU54913
<5	NPU54783
<5	NPU54707
<5	NPU54705
<5	NPU54576
<5	NPU54354
<5	NPU54280
<5	NPU53356
<5	NPU53245
<5	NPU53048
<5	NPU53047
<5	NPU53000
<5	NPU29799
<5	NPU29770
<5	NPU29692
<5	NPU29635
<5	NPU29517
<5	NPU29438
<5	NPU29406
<5	NPU29344
<5	NPU29319
<5	NPU29311
<5	NPU29278
<5	NPU29247
<5	NPU28848
<5	NPU28758
<5	NPU28688
<5	NPU28686
<5	NPU28677
<5	NPU28632
<5	NPU28631
<5	NPU28630
<5	NPU28585
<5	NPU28584
<5	NPU28564
<5	NPU28534
<5	NPU28458
<5	NPU28392
<5	NPU28357
<5	NPU28245
<5	NPU28114
<5	NPU28053
<5	NPU28045
<5	NPU27934
<5	NPU27929
<5	NPU27844
<5	NPU27287
<5	NPU27090
<5	NPU26881
<5	NPU26865
<5	NPU26786
<5	NPU26641
<5	NPU21609
<5	NPU21595
<5	NPU21324
<5	NPU20871
<5	NPU20646
<5	NPU20272
<5	NPU20123
<5	NPU19631
<5	NPU19598
<5	NPU19571
<5	NPU18660
<5	NPU18216
<5	NPU17970
<5	NPU17592
<5	NPU17588
<5	NPU17576
<5	NPU17566
<5	NPU17539
<5	NPU16392
<5	NPU16256
<5	NPU14909
<5	NPU14578
<5	NPU14564
<5	NPU14375
<5	NPU13419
<5	NPU13408
<5	NPU13407
<5	NPU13406
<5	NPU13399
<5	NPU13344
<5	NPU13252
<5	NPU13225
<5	NPU13212
<5	NPU13143
<5	NPU13137
<5	NPU13101
<5	NPU13072
<5	NPU13006
<5	NPU12286
<5	NPU12267
<5	NPU11680
<5	NPU11219
<5	NPU11218
<5	NPU11182
<5	NPU11155
<5	NPU11061
<5	NPU10430
<5	NPU10318
<5	NPU10315
<5	NPU09009
<5	NPU08755
<5	NPU08624
<5	NPU06049
<5	NPU06048
<5	NPU06047
<5	NPU06045
<5	NPU06044
<5	NPU06021
<5	NPU04586
<5	NPU04413
<5	NPU04225
<5	NPU03956
<5	NPU03842
<5	NPU03185
<5	NPU03183
<5	NPU03042
<5	NPU02097
<5	NPU01942
<5	NPU62299
<5	NPU62285
<5	NPU62258
<5	NPU62112
<5	NPU61098
<5	NPU60935
<5	NPU60933
<5	NPU60931
<5	NPU60930
<5	NPU60928
<5	NPU60908
<5	NPU60751
<5	NPU60428
<5	NPU60296
<5	NPU60291
<5	NPU60290
<5	NPU60226
<5	NPU59251
<5	NPU59240
<5	NPU58797
<5	NPU58794
<5	NPU58687
<5	NPU58686
<5	NPU58612
<5	NPU58607
<5	NPU58208
<5	NPU57722
<5	NPU57337
<5	NPU57318
<5	NPU57317
<5	NPU57293
<5	NPU57285
<5	NPU57280
<5	NPU57275
<5	NPU57266
<5	NPU57259
<5	NPU57258
<5	NPU57249
<5	NPU57238
<5	NPU57083
<5	NPU57011
<5	NPU57009
<5	NPU56994
<5	NPU56638
<5	NPU56503
<5	NPU56015
<5	NPU56014
<5	NPU56013
<5	NPU56012
<5	NPU54995
<5	NPU54723
<5	NPU54718
<5	NPU54693
<5	NPU53853
<5	NPU53458
<5	NPU53358
<5	NPU53241
<5	NPU53186
<5	NPU53153
<5	NPU53085
<5	NPU53057
<5	NPU53018
<5	NPU44755
<5	NPU29965
<5	NPU29886
<5	NPU29632
<5	NPU29500
<5	NPU29439
<5	NPU29437
<5	NPU29431
<5	NPU29408
<5	NPU29401
<5	NPU29390
<5	NPU29389
<5	NPU29261
<5	NPU29260
<5	NPU29248
<5	NPU29123
<5	NPU29086
<5	NPU29077
<5	NPU29076
<5	NPU28936
<5	NPU28846
<5	NPU28750
<5	NPU28701
<5	NPU28633
<5	NPU28574
<5	NPU28561
<5	NPU28353
<5	NPU28351
<5	NPU28238
<5	NPU28230
<5	NPU28220
<5	NPU28147
<5	NPU28112
<5	NPU28097
<5	NPU28096
<5	NPU28094
<5	NPU28092
<5	NPU28091
<5	NPU28087
<5	NPU28081
<5	NPU28076
<5	NPU28031
<5	NPU27920
<5	NPU27916
<5	NPU27784
<5	NPU27697
<5	NPU27670
<5	NPU27659
<5	NPU27658
<5	NPU27605
<5	NPU27387
<5	NPU27316
<5	NPU27092
<5	NPU27091
<5	NPU26871
<5	NPU26866
<5	NPU26860
<5	NPU26832
<5	NPU26334
<5	NPU26332
<5	NPU26329
<5	NPU26322
<5	NPU26320
<5	NPU21726
<5	NPU21615
<5	NPU21604
<5	NPU21603
<5	NPU21599
<5	NPU21543
<5	NPU21401
<5	NPU21399
<5	NPU21395
<5	NPU21010
<5	NPU20706
<5	NPU20672
<5	NPU20482
<5	NPU20310
<5	NPU20227
<5	NPU20174
<5	NPU20135
<5	NPU20134
<5	NPU20100
<5	NPU19968
<5	NPU19953
<5	NPU19837
<5	NPU19792
<5	NPU19728
<5	NPU19565
<5	NPU19131
<5	NPU19130
<5	NPU18994
<5	NPU18908
<5	NPU18904
<5	NPU18897
<5	NPU18895
<5	NPU18865
<5	NPU18683
<5	NPU18628
<5	NPU18627
<5	NPU18327
<5	NPU18266
<5	NPU18253
<5	NPU18211
<5	NPU18156
<5	NPU18152
<5	NPU18134
<5	NPU18013
<5	NPU17657
<5	NPU17571
<5	NPU17531
<5	NPU17374
<5	NPU17183
<5	NPU17067
<5	NPU17020
<5	NPU16395
<5	NPU16103
<5	NPU14921
<5	NPU14412
<5	NPU14407
<5	NPU14260
<5	NPU14116
<5	NPU14105
<5	NPU14071
<5	NPU14054
<5	NPU14053
<5	NPU13816
<5	NPU13588
<5	NPU13369
<5	NPU13281
<5	NPU13260
<5	NPU13217
<5	NPU13199
<5	NPU13181
<5	NPU13156
<5	NPU13105
<5	NPU13085
<5	NPU13076
<5	NPU13042
<5	NPU12732
<5	NPU12591
<5	NPU12122
<5	NPU11579
<5	NPU11220
<5	NPU11194
<5	NPU11169
<5	NPU11166
<5	NPU11157
<5	NPU11111
<5	NPU11078
<5	NPU11073
<5	NPU10997
<5	NPU10957
<5	NPU10866
<5	NPU10810
<5	NPU10765
<5	NPU10564
<5	NPU10323
<5	NPU10314
<5	NPU10170
<5	NPU10165
<5	NPU10144
<5	NPU08766
<5	NPU08603
<5	NPU08593
<5	NPU07437
<5	NPU07424
<5	NPU06050
<5	NPU06046
<5	NPU06042
<5	NPU06037
<5	NPU06034
<5	NPU06030
<5	NPU06019
<5	NPU06016
<5	NPU04771
<5	NPU04616
<5	NPU04576
<5	NPU04485
<5	NPU04197
<5	NPU04143
<5	NPU04100
<5	NPU04036
<5	NPU03940
<5	NPU03891
<5	NPU03878
<5	NPU03696
<5	NPU03691
<5	NPU03498
<5	NPU03323
<5	NPU03300
<5	NPU02907
<5	NPU02850
<5	NPU02841
<5	NPU02597
<5	NPU02507
<5	NPU02161
<5	NPU01906
<5	NPU01807
<5	NPU01788
<5	NPU01482
<5	NPU01383
<5	NPU00129
